Id,Label
0,1
1,0
2,1
3,0
4,0
5,0
6,1
7,1
8,1
9,1
10,0
11,0
12,1
13,1
14,1
15,1
16,0
17,1
18,1
19,1
20,1
21,1
22,1
23,0
24,1
25,1
26,1
27,0
28,0
29,1
30,1
31,1
32,0
33,0
34,1
35,0
36,1
37,0
38,0
39,0
40,1
41,0
42,1
43,0
44,1
45,1
46,0
47,0
48,0
49,1
50,0
51,1
52,1
53,0
54,0
55,1
56,1
57,1
58,0
59,1
60,1
61,0
62,1
63,0
64,1
65,0
66,0
67,1
68,1
69,0
70,1
71,1
72,0
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,0
82,0
83,0
84,0
85,0
86,0
87,1
88,1
89,0
90,1
91,1
92,1
93,0
94,0
95,1
96,0
97,0
98,0
99,1
100,1
101,1
102,1
103,0
104,1
105,0
106,0
107,1
108,0
109,1
110,0
111,1
112,1
113,0
114,1
115,0
116,1
117,0
118,1
119,0
120,0
121,0
122,0
123,0
124,1
125,1
126,1
127,0
128,1
129,1
130,0
131,0
132,1
133,0
134,1
135,0
136,1
137,0
138,1
139,1
140,1
141,0
142,1
143,0
144,1
145,1
146,1
147,0
148,1
149,1
150,1
151,0
152,1
153,1
154,0
155,0
156,0
157,1
158,1
159,0
160,1
161,0
162,1
163,1
164,0
165,1
166,1
167,1
168,1
169,0
170,0
171,1
172,1
173,1
174,1
175,0
176,1
177,1
178,0
179,1
180,0
181,1
182,0
183,1
184,1
185,1
186,1
187,0
188,1
189,0
190,1
191,0
192,1
193,1
194,0
195,0
196,1
197,1
198,1
199,1
200,0
201,0
202,1
203,0
204,0
205,1
206,0
207,1
208,0
209,1
210,0
211,0
212,0
213,0
214,0
215,1
216,1
217,1
218,1
219,1
220,1
221,0
222,0
223,1
224,1
225,1
226,0
227,1
228,0
229,0
230,1
231,1
232,1
233,1
234,0
235,1
236,1
237,1
238,1
239,1
240,1
241,0
242,1
243,1
244,1
245,0
246,0
247,0
248,0
249,0
250,0
251,1
252,1
253,1
254,0
255,0
256,0
257,0
258,1
259,1
260,1
261,0
262,0
263,1
264,1
265,1
266,0
267,0
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,0
278,1
279,0
280,1
281,1
282,1
283,0
284,1
285,1
286,0
287,0
288,0
289,0
290,1
291,1
292,0
293,0
294,1
295,1
296,0
297,1
298,1
299,0
300,0
301,1
302,0
303,1
304,0
305,0
306,0
307,1
308,0
309,0
310,0
311,1
312,1
313,0
314,0
315,0
316,1
317,0
318,0
319,1
320,0
321,0
322,1
323,0
324,1
325,0
326,1
327,0
328,1
329,1
330,0
331,1
332,0
333,0
334,1
335,1
336,0
337,0
338,0
339,0
340,0
341,1
342,0
343,1
344,1
345,0
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,0
354,1
355,1
356,0
357,1
358,1
359,0
360,1
361,1
362,1
363,1
364,0
365,1
366,1
367,0
368,0
369,1
370,1
371,0
372,0
373,1
374,0
375,1
376,0
377,1
378,1
379,0
380,1
381,1
382,0
383,0
384,1
385,1
386,0
387,1
388,0
389,0
390,1
391,1
392,1
393,0
394,1
395,1
396,1
397,1
398,0
399,1
400,1
401,0
402,0
403,1
404,1
405,0
406,0
407,0
408,0
409,0
410,1
411,1
412,0
413,0
414,1
415,0
416,1
417,0
418,0
419,1
420,0
421,0
422,1
423,1
424,1
425,1
426,0
427,0
428,0
429,1
430,1
431,1
432,0
433,0
434,1
435,0
436,0
437,1
438,0
439,1
440,1
441,0
442,1
443,1
444,0
445,0
446,1
447,0
448,1
449,1
450,1
451,1
452,1
453,0
454,1
455,1
456,1
457,0
458,0
459,1
460,1
461,0
462,0
463,1
464,1
465,1
466,1
467,0
468,0
469,1
470,1
471,0
472,1
473,0
474,0
475,1
476,0
477,0
478,1
479,1
480,1
481,0
482,1
483,0
484,1
485,0
486,0
487,1
488,1
489,1
490,1
491,0
492,0
493,1
494,0
495,0
496,1
497,1
498,1
499,0
500,1
501,1
502,0
503,1
504,0
505,1
506,1
507,0
508,1
509,1
510,1
511,0
512,0
513,1
514,0
515,1
516,0
517,1
518,1
519,1
520,1
521,1
522,0
523,1
524,0
525,0
526,1
527,1
528,1
529,1
530,0
531,1
532,1
533,1
534,0
535,0
536,1
537,1
538,0
539,1
540,0
541,1
542,0
543,0
544,1
545,1
546,0
547,0
548,0
549,1
550,0
551,0
552,1
553,1
554,0
555,1
556,1
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,1
565,0
566,0
567,0
568,0
569,1
570,1
571,0
572,0
573,0
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,0
583,0
584,1
585,1
586,1
587,1
588,1
589,0
590,1
591,0
592,0
593,0
594,1
595,1
596,0
597,0
598,0
599,1
600,0
601,0
602,1
603,0
604,1
605,1
606,1
607,0
608,1
609,1
610,1
611,1
612,0
613,0
614,1
615,1
616,1
617,0
618,0
619,0
620,0
621,0
622,1
623,1
624,0
625,1
626,1
627,0
628,0
629,1
630,1
631,0
632,1
633,1
634,1
635,0
636,1
637,0
638,1
639,0
640,1
641,1
642,1
643,1
644,1
645,1
646,0
647,0
648,0
649,1
650,0
651,1
652,0
653,1
654,0
655,1
656,0
657,0
658,0
659,1
660,1
661,1
662,0
663,0
664,1
665,0
666,1
667,0
668,1
669,1
670,1
671,1
672,1
673,0
674,0
675,0
676,1
677,0
678,1
679,1
680,1
681,1
682,0
683,1
684,1
685,0
686,1
687,1
688,1
689,0
690,0
691,0
692,0
693,1
694,0
695,1
696,0
697,1
698,1
699,1
700,1
701,0
702,1
703,0
704,1
705,0
706,0
707,0
708,0
709,0
710,1
711,1
712,0
713,0
714,0
715,0
716,1
717,1
718,0
719,0
720,1
721,1
722,0
723,1
724,0
725,0
726,1
727,0
728,0
729,0
730,1
731,0
732,1
733,0
734,0
735,0
736,1
737,1
738,0
739,0
740,0
741,0
742,1
743,1
744,1
745,1
746,0
747,0
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,0
759,1
760,1
761,0
762,0
763,0
764,0
765,0
766,1
767,1
768,0
769,0
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,0
778,1
779,1
780,0
781,1
782,1
783,0
784,1
785,1
786,1
787,0
788,1
789,0
790,0
791,0
792,0
793,1
794,1
795,1
796,1
797,1
798,0
799,1
800,0
801,0
802,1
803,1
804,1
805,1
806,1
807,0
808,0
809,1
810,1
811,0
812,0
813,1
814,0
815,1
816,0
817,0
818,0
819,0
820,0
821,1
822,1
823,0
824,1
825,0
826,1
827,0
828,0
829,0
830,1
831,1
832,1
833,0
834,0
835,1
836,0
837,1
838,0
839,1
840,0
841,1
842,1
843,1
844,0
845,0
846,0
847,1
848,0
849,0
850,1
851,0
852,1
853,0
854,0
855,0
856,1
857,0
858,0
859,1
860,1
861,1
862,0
863,0
864,1
865,1
866,0
867,1
868,0
869,0
870,0
871,1
872,0
873,0
874,0
875,1
876,0
877,1
878,0
879,0
880,0
881,1
882,1
883,1
884,1
885,0
886,0
887,0
888,0
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,0
898,1
899,0
900,1
901,0
902,0
903,0
904,1
905,0
906,0
907,0
908,0
909,0
910,0
911,1
912,1
913,0
914,0
915,1
916,1
917,0
918,1
919,1
920,0
921,0
922,1
923,1
924,0
925,0
926,0
927,1
928,1
929,0
930,0
931,1
932,1
933,1
934,0
935,1
936,1
937,0
938,0
939,0
940,1
941,1
942,0
943,0
944,1
945,0
946,1
947,1
948,0
949,0
950,0
951,0
952,1
953,0
954,1
955,0
956,1
957,0
958,0
959,0
960,1
961,1
962,1
963,1
964,1
965,0
966,1
967,0
968,0
969,0
970,1
971,0
972,0
973,0
974,1
975,1
976,0
977,0
978,1
979,1
980,1
981,1
982,1
983,1
984,0
985,1
986,0
987,1
988,0
989,1
990,0
991,1
992,0
993,0
994,1
995,1
996,1
997,1
998,1
999,0
1000,0
1001,1
1002,1
1003,1
1004,0
1005,1
1006,1
1007,1
1008,1
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,1
1018,1
1019,0
1020,1
1021,1
1022,0
1023,1
1024,0
1025,1
1026,0
1027,1
1028,1
1029,1
1030,0
1031,1
1032,0
1033,1
1034,1
1035,0
1036,1
1037,0
1038,1
1039,1
1040,0
1041,0
1042,1
1043,1
1044,0
1045,0
1046,0
1047,0
1048,0
1049,1
1050,1
1051,0
1052,0
1053,1
1054,1
1055,0
1056,1
1057,0
1058,1
1059,0
1060,0
1061,1
1062,1
1063,1
1064,0
1065,1
1066,1
1067,0
1068,1
1069,1
1070,1
1071,1
1072,0
1073,0
1074,1
1075,0
1076,0
1077,1
1078,0
1079,0
1080,0
1081,1
1082,1
1083,0
1084,1
1085,1
1086,0
1087,1
1088,0
1089,1
1090,0
1091,1
1092,0
1093,0
1094,0
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,0
1102,0
1103,0
1104,0
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,1
1114,0
1115,0
1116,1
1117,0
1118,1
1119,0
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,0
1128,0
1129,1
1130,1
1131,0
1132,1
1133,0
1134,1
1135,1
1136,0
1137,1
1138,1
1139,0
1140,1
1141,1
1142,1
1143,1
1144,0
1145,1
1146,1
1147,0
1148,1
1149,0
1150,0
1151,0
1152,1
1153,0
1154,1
1155,1
1156,0
1157,0
1158,1
1159,1
1160,0
1161,0
1162,1
1163,0
1164,0
1165,0
1166,0
1167,0
1168,1
1169,1
1170,0
1171,1
1172,1
1173,0
1174,1
1175,0
1176,0
1177,0
1178,1
1179,0
1180,1
1181,1
1182,0
1183,1
1184,1
1185,1
1186,0
1187,1
1188,1
1189,1
1190,0
1191,1
1192,0
1193,0
1194,1
1195,1
1196,1
1197,0
1198,1
1199,1
1200,0
1201,1
1202,0
1203,1
1204,1
1205,0
1206,0
1207,1
1208,0
1209,0
1210,1
1211,0
1212,0
1213,1
1214,1
1215,1
1216,1
1217,0
1218,1
1219,1
1220,1
1221,1
1222,0
1223,1
1224,0
1225,1
1226,1
1227,1
1228,1
1229,1
